,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
374,Makubetsu,75,JP,1591750177,82,45.37,141.82,292.15,7.7
375,Palmer,75,US,1591750179,47,42.16,-72.33,300.15,2.55
376,Eureka,16,US,1591750180,67,40.8,-124.16,293.71,1.79
377,Yerbogachën,18,RU,1591750182,60,61.28,108.01,285.29,3.09
378,Beaufort,75,MY,1591750183,94,5.35,115.75,300.15,1.14
379,Henties Bay,0,NA,1591750184,92,-22.12,14.28,288.71,2.26
380,Magadan,100,RU,1591750185,69,59.57,150.8,282.52,1.35
381,Sovetskiy,0,RU,1591750187,51,61.36,63.58,294.52,3.06
382,Cochrane,20,CA,1591750188,29,51.18,-114.47,290.93,5.1
383,Sirte,97,LY,1591750189,78,31.21,16.59,294.97,3.33
384,Mvuma,0,ZW,1591750191,93,-19.28,30.53,282.25,2.18
385,Carutapera,99,BR,1591750192,93,-1.2,-46.02,297.46,1.89
386,Rūdbār,0,AF,1591750193,22,30.15,62.6,296.31,5.3
387,Buraidah,0,SA,1591750194,20,26.33,43.98,301.15,2.6
388,Poronaysk,73,RU,1591750196,81,49.22,143.12,289.77,5.14
389,Alappuzha,100,IN,1591750197,84,9.49,76.33,300.04,2.39
390,Herat Province,0,AF,1591750198,30,34.5,62.0,289.34,3.88
391,Praia da Vitória,40,PT,1591750199,88,38.73,-27.07,291.15,5.11
392,Tynda,77,RU,1591750200,76,55.17,124.72,286.0,2.28
393,Mount Gambier,0,AU,1591750049,87,-37.83,140.77,280.15,3.6
394,Leh,0,IN,1591750203,49,34.17,77.58,282.62,2.47
395,Puerto Ayacucho,98,VE,1591750204,85,5.66,-67.62,298.03,0.33
396,Abu Samrah,15,SY,1591750205,38,35.3,37.18,294.48,3.57
397,Powell River,90,CA,1591750207,87,49.85,-124.54,287.15,4.1
398,Naryan-Mar,100,RU,1591750208,84,67.67,53.09,282.58,6.36
399,Chu,96,KZ,1591750209,73,43.6,73.76,291.48,0.89
400,Tezu,0,IN,1591750210,52,27.92,96.17,302.98,0.38
401,Tucupita,94,VE,1591750212,86,9.06,-62.05,298.08,1.39
402,Iskateley,100,RU,1591750213,84,67.68,53.15,282.66,6.33
403,Bay Roberts,26,CA,1591750214,52,47.6,-53.26,280.37,3.62
404,Vila,96,PT,1591750215,76,42.03,-8.16,288.71,3.1
405,Hasaki,20,JP,1591750040,51,35.73,140.83,302.15,4.1
406,Alice Springs,0,AU,1591750096,37,-23.7,133.88,285.15,4.81
407,Mangit,40,UZ,1591750219,59,40.6,70.96,291.15,4.1
408,Awjilah,2,LY,1591750220,37,29.11,21.29,300.11,4.77
409,Yuli,100,NG,1591750222,83,9.7,10.27,297.94,3.24
410,Batagay,100,RU,1591750223,76,67.63,134.63,278.96,2.23
411,Putina,1,PE,1591750224,80,-15.47,-69.43,280.45,3.52
412,Lakeway,0,US,1591750043,22,30.36,-97.98,307.04,2.34
413,Ngunguru,0,NZ,1591750204,78,-35.62,174.5,289.26,1.79
414,Zhezkazgan,20,KZ,1591750228,48,47.8,67.71,293.44,5.76
415,Trelew,65,AR,1591749973,41,-43.25,-65.31,286.24,12.64
416,Miajadas,82,ES,1591750231,53,39.15,-5.91,290.37,1.79
417,Upala,75,CR,1591750232,74,10.9,-85.01,300.15,5.1
418,Cabedelo,90,BR,1591750233,100,-6.98,-34.83,296.15,1.5
419,Pisco,90,PE,1591750046,82,-13.7,-76.22,291.15,5.1
420,Te Anau,23,NZ,1591750173,63,-45.42,167.72,284.66,4.06
421,Sulangan,100,PH,1591750237,77,11.14,123.72,301.84,5.16
422,Dombarovskiy,0,RU,1591750238,42,50.76,59.54,292.06,3.12
423,Richards Bay,0,ZA,1591750073,74,-28.78,32.04,292.03,6.74
424,Bakchar,100,RU,1591750240,64,57.02,82.07,285.47,2.17
425,Waddān,0,LY,1591750242,41,29.16,16.14,298.39,5.32
426,Fairbanks,90,US,1591750243,51,64.84,-147.72,293.15,3.1
427,Egvekinot,0,RU,1591750244,43,66.32,-179.17,288.11,3.17
428,Ukiah,1,US,1591750245,26,39.15,-123.21,302.15,4.6
429,Salgueiro,0,BR,1591750247,78,-8.07,-39.12,295.35,5.27
430,Loandjili,90,CG,1591750248,100,-4.76,11.86,297.15,1.5
431,Cabras,1,IT,1591750249,77,39.93,8.53,287.59,6.26
432,Akranes,75,IS,1591750250,81,64.32,-22.07,281.15,3.6
433,Tura,0,IN,1591750251,75,25.52,90.22,300.79,1.03
434,Maibong,99,IN,1591750253,91,25.3,93.17,297.98,1.06
435,Luoyang,0,CN,1591750186,51,34.68,112.45,300.53,1.58
436,Bilibino,43,RU,1591750255,28,68.05,166.44,293.95,7.61
437,Burns Lake,100,CA,1591750256,43,54.23,-125.75,289.39,4.32
438,Dalby,90,AU,1591750258,77,-27.18,151.27,292.15,5.1
439,Kailua,90,US,1591750259,62,21.4,-157.74,302.15,6.2
440,Kiryat Gat,99,IL,1591750083,81,31.61,34.76,293.71,0.71
441,Rialma,0,BR,1591750261,67,-15.31,-49.58,293.37,0.93
442,Kathu,75,TH,1591750263,100,7.92,98.33,298.15,0.5
443,Kidal,22,ML,1591750264,13,18.44,1.41,307.35,3.39
444,Vanavara,99,RU,1591750265,64,60.34,102.28,288.26,1.04
445,Lompoc,20,US,1591750084,29,34.64,-120.46,299.15,4.6
446,Progreso,75,MX,1591750267,56,21.28,-89.67,307.15,6.7
447,Manokwari,100,ID,1591750145,70,-0.87,134.08,301.55,1.94
448,Tomohon,40,ID,1591750270,70,1.33,124.84,302.15,4.1
449,Anadyr,87,RU,1591750271,45,64.75,177.48,290.15,6.0
450,Montrose,1,US,1591750272,22,38.42,-108.27,291.15,4.6
451,Paka,40,MY,1591750274,94,4.64,103.44,299.15,2.1
452,Shillong,40,IN,1591750275,89,25.57,91.88,302.15,0.66
453,Lasem,7,ID,1591750276,79,-6.69,111.45,299.49,3.22
454,Klyuchi,23,RU,1591750277,59,52.27,79.17,289.56,3.28
455,Beringovskiy,1,RU,1591750279,51,63.05,179.32,284.39,2.52
456,Bloomfield,1,US,1591750280,45,40.81,-74.19,303.15,4.1
457,Omboué,42,GA,1591750281,89,-1.57,9.26,295.97,3.14
458,Norsup,75,VU,1591750283,83,-16.07,167.38,300.15,5.1
459,Guarapari,1,BR,1591750284,88,-20.67,-40.5,295.15,1.5
460,Kununurra,0,AU,1591750285,29,-15.77,128.73,299.15,4.6
461,Fare,3,PF,1591750286,78,-16.7,-151.02,299.51,7.41
462,Malakal,100,SS,1591750288,89,9.53,31.66,295.91,1.15
463,Westport,1,US,1591750233,57,41.14,-73.36,297.15,3.1
464,Killybegs,83,IE,1591750290,94,54.63,-8.45,283.15,0.45
465,Masterton,0,NZ,1591750291,80,-40.96,175.66,287.04,0.45
466,Dawei,93,MM,1591750292,79,14.08,98.2,300.48,2.17
467,Deputatsky,100,RU,1591750294,77,69.3,139.9,276.62,2.44
468,Honiara,20,SB,1591750295,62,-9.43,159.95,305.15,2.6
469,Elbistan,0,TR,1591750296,53,38.21,37.2,291.16,1.37
470,Chicama,24,PE,1591750297,78,-7.84,-79.15,291.67,1.62
471,Kloulklubed,90,PW,1591750299,88,7.04,134.26,299.15,2.6
472,Lianran,75,CN,1591750300,82,24.92,102.48,293.15,6.0
473,Thinadhoo,100,MV,1591750301,73,0.53,72.93,301.89,4.31
474,San Quintín,0,MX,1591750303,27,30.48,-115.95,298.36,5.79
475,La Rioja,75,ES,1591750304,76,42.25,-2.5,286.15,3.1
476,Tabuk,100,PH,1591750305,72,17.42,121.44,301.72,2.14
477,Kachug,82,RU,1591750307,46,53.96,105.88,289.43,0.75
478,Mocuba,63,MZ,1591750308,98,-16.84,36.99,290.17,0.97
479,Maxixe,0,MZ,1591750309,84,-23.86,35.35,292.66,1.03
480,Necochea,3,AR,1591750310,70,-38.55,-58.74,280.93,4.02
481,Springdale,1,US,1591750311,40,36.19,-94.13,303.15,5.7
482,Koumac,30,NC,1591750313,66,-20.57,164.28,299.26,3.57
483,Coyhaique,90,CL,1591750314,60,-45.58,-72.07,277.15,2.6
484,Lázaro Cárdenas,29,MX,1591750205,77,17.96,-102.2,299.2,3.78
485,Severo-Yeniseyskiy,83,RU,1591750316,68,60.37,93.04,282.54,0.94
486,Yeppoon,40,AU,1591750318,64,-23.13,150.73,295.15,4.6
487,Dalaba,100,GN,1591750319,100,10.7,-12.25,290.99,0.78
488,Mossamedes,97,AO,1591750320,81,-15.2,12.15,291.19,4.0
489,Georgiyevka,75,KZ,1591750321,87,43.04,74.71,288.15,3.0
490,Emba,19,KZ,1591750323,37,48.83,58.14,294.31,4.93
491,Meulaboh,100,ID,1591750324,83,4.14,96.13,299.2,1.95
492,Peniche,100,PT,1591750325,77,39.36,-9.38,289.26,3.58
493,Charter Township of Clinton,90,US,1591750300,57,42.59,-82.92,300.93,5.7
494,Nampa,1,US,1591750328,35,43.54,-116.56,296.15,2.1
495,Port Keats,3,AU,1591750329,50,-14.25,129.55,299.93,5.32
496,Port Macquarie,100,AU,1591750330,98,-31.43,152.92,289.82,4.85
497,Khani,15,GE,1591750332,56,41.96,42.96,296.15,8.7
498,Bara,100,NG,1591750333,80,10.37,10.73,297.93,2.75
499,San Angelo,1,US,1591750334,6,31.46,-100.44,307.15,4.6
